"A-7"|Yes|"66811121"|"109144749"
"A-7"|Yes|"66811122"|"109144750"
"A-4"|No |"66811123"|"109144751"
"A-6"|Yes|"66811123"|"109144752"
"A-7-6"|Yes|"66811117"|"109144740"
"A-7-6"|No |"66811117"|"109144741"
"A-6"|No |"66811116"|"109144738"
"A-6"|Yes|"66811116"|"109144739"
"A-4"|No |"66811118"|"109144742"
"A-6"|No |"66811118"|"109144743"
"A-6"|Yes|"66811118"|"109144744"
"A-6"|No |"66811114"|"109144735"
"A-7-6"|Yes|"66811114"|"109144736"
"A-6"|No |"66811112"|"109144731"
"A-7-6"|Yes|"66811112"|"109144732"
"A-7-6"|Yes|"66811115"|"109144737"
"A-6"|No |"66811113"|"109144733"
"A-7-6"|Yes|"66811113"|"109144734"
"A-7-6"|Yes|"66811109"|"109144728"
"A-7-6"|Yes|"66811108"|"109144727"
"A-4"|No |"66811110"|"109144729"
"A-6"|Yes|"66811110"|"109144730"
"A-4"|Yes|"66811107"|"109144726"
"A-4"|Yes|"66811106"|"109144725"
