0|0|0|30|53|76|"Moist"|"236381308"|"148434697"
30|53|76|203|203|203|"Wet"|"236381308"|"148434698"
0|0|0|30|53|76|"Moist"|"236381305"|"148434693"
30|53|76|203|203|203|"Wet"|"236381305"|"148434694"
0|0|0|30|53|76|"Moist"|"236381309"|"148434699"
30|53|76|203|203|203|"Wet"|"236381309"|"148434700"
0|0|0|30|53|76|"Moist"|"236381312"|"148434701"
30|53|76|203|203|203|"Wet"|"236381312"|"148434702"
0|0|0|30|53|76|"Moist"|"236381307"|"148434695"
30|53|76|203|203|203|"Wet"|"236381307"|"148434696"
0|0|0|46|69|91|"Moist"|"236381324"|"148434705"
46|69|91|183|183|183|"Wet"|"236381324"|"148434706"
0|0|0|46|69|91|"Moist"|"236381325"|"148434707"
46|69|91|183|183|183|"Wet"|"236381325"|"148434708"
0|0|0|46|69|91|"Moist"|"236381328"|"148434709"
46|69|91|183|183|183|"Wet"|"236381328"|"148434710"
46|69|91|183|183|183|"Wet"|"236381321"|"148434704"
0|0|0|46|69|91|"Moist"|"236381321"|"148434703"
0|0|0|0|31|61|"Moist"|"236381340"|"148434726"
0|31|61|183|183|183|"Wet"|"236381340"|"148434727"
0|0|0|203|203|203|"Moist"|"236381331"|"148434713"
0|31|61|183|183|183|"Wet"|"236381338"|"148434723"
0|0|0|0|31|61|"Moist"|"236381338"|"148434724"
0|0|0|203|203|203|"Moist"|"236381332"|"148434714"
0|0|0|0|31|61|"Moist"|"236381337"|"148434721"
0|31|61|183|183|183|"Wet"|"236381337"|"148434722"
0|0|0|0|31|61|"Moist"|"236381333"|"148434715"
0|31|61|183|183|183|"Wet"|"236381333"|"148434716"
0|0|0|203|203|203|"Moist"|"236381335"|"148434719"
0|0|0|203|203|203|"Moist"|"236381329"|"148434711"
0|0|0|203|203|203|"Moist"|"236381336"|"148434720"
0|0|0|203|203|203|"Moist"|"236381330"|"148434712"
0|0|0|203|203|203|"Moist"|"236381339"|"148434725"
0|0|0|0|31|61|"Moist"|"236381334"|"148434717"
0|31|61|183|183|183|"Wet"|"236381334"|"148434718"
46|84|122|203|203|203|"Wet"|"236381342"|"148434731"
0|0|0|46|84|122|"Moist"|"236381342"|"148434730"
0|0|0|203|203|203|"Moist"|"236381345"|"148434736"
0|0|0|203|203|203|"Moist"|"236381346"|"148434737"
0|0|0|46|84|122|"Moist"|"236381341"|"148434728"
46|84|122|203|203|203|"Wet"|"236381341"|"148434729"
0|0|0|46|84|122|"Moist"|"236381343"|"148434732"
46|84|122|203|203|203|"Wet"|"236381343"|"148434733"
46|84|122|203|203|203|"Wet"|"236381344"|"148434734"
0|0|0|46|84|122|"Moist"|"236381344"|"148434735"
0|0|0|203|203|203|"Moist"|"236381349"|"148434740"
0|0|0|203|203|203|"Moist"|"236381351"|"148434742"
0|0|0|203|203|203|"Moist"|"236381347"|"148434738"
0|0|0|203|203|203|"Moist"|"236381348"|"148434739"
0|0|0|203|203|203|"Moist"|"236381350"|"148434741"
46|84|122|203|203|203|"Wet"|"236381352"|"148434743"
0|0|0|46|84|122|"Moist"|"236381352"|"148434744"
46|69|91|183|183|183|"Wet"|"236381366"|"148434758"
0|0|0|46|69|91|"Moist"|"236381366"|"148434757"
0|0|0|46|69|91|"Moist"|"236381365"|"148434755"
46|69|91|183|183|183|"Wet"|"236381365"|"148434756"
0|0|0|46|69|91|"Moist"|"236381367"|"148434759"
46|69|91|183|183|183|"Wet"|"236381367"|"148434760"
0|0|0|46|69|91|"Moist"|"236381368"|"148434761"
46|69|91|183|183|183|"Wet"|"236381368"|"148434762"
