46|84|122|183|183|183|"Moist"|"239949372"|"151324716"
0|0|0|46|84|122|"Moist"|"239949372"|"151324717"
0|0|0|46|84|122|"Moist"|"239949374"|"151324720"
46|84|122|183|183|183|"Moist"|"239949374"|"151324721"
46|84|122|183|183|183|"Moist"|"239949377"|"151324727"
0|0|0|46|84|122|"Moist"|"239949377"|"151324726"
0|0|0|46|84|122|"Moist"|"239949367"|"151324706"
46|84|122|183|183|183|"Moist"|"239949367"|"151324707"
0|0|0|46|84|122|"Moist"|"239949376"|"151324724"
46|84|122|183|183|183|"Wet"|"239949376"|"151324725"
0|0|0|46|84|122|"Moist"|"239949378"|"151324728"
46|84|122|183|183|183|"Wet"|"239949378"|"151324729"
0|0|0|46|84|122|"Moist"|"239949373"|"151324718"
46|84|122|183|183|183|"Wet"|"239949373"|"151324719"
0|0|0|46|84|122|"Moist"|"239949375"|"151324722"
46|84|122|183|183|183|"Moist"|"239949375"|"151324723"
46|84|122|183|183|183|"Wet"|"239949370"|"151324712"
0|0|0|46|84|122|"Moist"|"239949370"|"151324713"
0|0|0|46|84|122|"Moist"|"239949369"|"151324710"
46|84|122|183|183|183|"Wet"|"239949369"|"151324711"
46|84|122|183|183|183|"Moist"|"239949371"|"151324714"
0|0|0|46|84|122|"Moist"|"239949371"|"151324715"
0|0|0|46|84|122|"Moist"|"239949368"|"151324708"
46|84|122|183|183|183|"Moist"|"239949368"|"151324709"
0|0|0|46|84|122|"Moist"|"239949059"|"151324346"
46|84|122|183|183|183|"Wet"|"239949059"|"151324347"
0|0|0|46|84|122|"Moist"|"239949062"|"151324348"
46|84|122|183|183|183|"Wet"|"239949062"|"151324349"
0|0|0|46|84|122|"Moist"|"239949057"|"151324342"
46|84|122|183|183|183|"Wet"|"239949057"|"151324343"
0|0|0|46|84|122|"Moist"|"239949058"|"151324344"
46|84|122|183|183|183|"Wet"|"239949058"|"151324345"
0|0|0|46|84|122|"Moist"|"239949055"|"151324340"
46|84|122|183|183|183|"Wet"|"239949055"|"151324341"
0|0|0|46|84|122|"Moist"|"239949614"|"151325000"
46|84|122|183|183|183|"Wet"|"239949614"|"151325001"
0|0|0|46|84|122|"Moist"|"239949611"|"151324998"
46|84|122|183|183|183|"Wet"|"239949611"|"151324999"
0|0|0|46|84|122|"Moist"|"239949607"|"151324992"
46|84|122|183|183|183|"Wet"|"239949607"|"151324993"
0|0|0|46|84|122|"Moist"|"239949610"|"151324996"
46|84|122|183|183|183|"Wet"|"239949610"|"151324997"
0|0|0|46|84|122|"Moist"|"239949609"|"151324994"
46|84|122|183|183|183|"Wet"|"239949609"|"151324995"
122|153|183|183|183|183|"Wet"|"239949598"|"151324987"
0|0|0|122|153|183|"Moist"|"239949598"|"151324986"
0|0|0|122|153|183|"Moist"|"239949602"|"151324990"
122|153|183|183|183|183|"Wet"|"239949602"|"151324991"
0|0|0|122|153|183|"Moist"|"239949599"|"151324988"
122|153|183|183|183|183|"Wet"|"239949599"|"151324989"
0|0|0|122|153|183|"Moist"|"239949595"|"151324984"
122|153|183|183|183|183|"Wet"|"239949595"|"151324985"
