"A-6"|Yes|"67861800"|"110810858"
"A-7-6"|No |"67861800"|"110810859"
"A-6"|Yes|"67861803"|"110810864"
"A-6"|Yes|"67861802"|"110810863"
"A-4"|No |"67861801"|"110810860"
"A-6"|No |"67861801"|"110810861"
"A-7-6"|Yes|"67861801"|"110810862"
"A-6"|No |"67861722"|"110810725"
"A-7-6"|Yes|"67861722"|"110810726"
"A-4"|No |"67861720"|"110810720"
"A-6"|Yes|"67861720"|"110810721"
"A-7-6"|No |"67861720"|"110810722"
"A-6"|Yes|"67861721"|"110810723"
"A-7-6"|No |"67861721"|"110810724"
"A-4"|Yes|"67861861"|"110810960"
"A-4"|Yes|"67861859"|"110810958"
"A-4"|Yes|"67861860"|"110810959"
"A-4"|Yes|"67861857"|"110810955"
"A-2"|No |"67861858"|"110810956"
"A-4"|Yes|"67861858"|"110810957"
