LOCATION,Date,MINTEMP,MAXTEMP
BenHur,5/18/2015,64,89
BenHur,5/19/2015,72,87
BenHur,5/20/2015,74,86
BenHur,5/21/2015,64,88
BenHur,5/22/2015,65,86
BenHur,5/23/2015,72,85
BenHur,5/24/2015,75,85
BenHur,5/25/2015,71,89
BenHur,5/26/2015,65,93
BenHur,5/27/2015,70,83
BenHur,5/28/2015,69,93
BenHur,5/29/2015,80,92
BenHur,5/30/2015,75,85
BenHur,5/31/2015,71,94
BenHur,6/1/2015,68,94
BenHur,6/2/2015,68,87
BenHur,6/3/2015,71,88
BenHur,6/4/2015,71,91
BenHur,6/5/2015,70,91
BenHur,6/6/2015,75,96
BenHur,6/7/2015,75,91
BenHur,6/8/2015,76,99
BenHur,6/9/2015,71,91
BenHur,6/10/2015,75,87
BenHur,6/11/2015,83,89
BenHur,6/12/2015,74,85
BenHur,6/13/2015,75,89
BenHur,6/14/2015,78,87
BenHur,6/15/2015,74,92
BenHur,6/16/2015,73,91
BenHur,6/17/2015,76,87
BenHur,6/18/2015,79,89
BenHur,6/19/2015,79,95
BenHur,6/20/2015,79,94
BenHur,6/21/2015,79,93
BenHur,6/22/2015,82,89
BenHur,6/23/2015,76,100
BenHur,6/24/2015,78,95
BenHur,6/25/2015,72,89
BenHur,6/26/2015,79,90
BenHur,6/27/2015,79,92
BenHur,6/28/2015,78,91
BenHur,6/29/2015,75,87
BenHur,6/30/2015,76,92
BenHur,7/1/2015,73,94
BenHur,7/2/2015,74,93
BenHur,7/3/2015,77,91
BenHur,7/4/2015,74,88
BenHur,7/5/2015,74,98
BenHur,7/6/2015,69,91
BenHur,7/7/2015,76,91
BenHur,7/8/2015,80,91
BenHur,7/9/2015,80,99
BenHur,7/10/2015,77,93
BenHur,7/11/2015,79,100
BenHur,7/12/2015,79,95
BenHur,7/13/2015,80,97
BenHur,7/14/2015,77,100
BenHur,7/15/2015,78,97
BenHur,7/16/2015,84,100
BenHur,7/17/2015,76,90
BenHur,7/18/2015,83,100
BenHur,7/19/2015,79,98
BenHur,7/20/2015,79,101
BenHur,7/21/2015,78,95
BenHur,7/22/2015,85,91
BenHur,7/23/2015,77,95
BenHur,7/24/2015,77,96
BenHur,7/25/2015,75,101
BenHur,7/26/2015,79,104
BenHur,7/27/2015,78,94
BenHur,7/28/2015,78,97
BenHur,7/29/2015,75,98
BenHur,7/30/2015,78,105
BenHur,7/31/2015,75,96
BenHur,8/1/2015,70,101
BenHur,8/2/2015,68,100
BenHur,8/3/2015,70,99
BenHur,8/4/2015,73,99
BenHur,8/5/2015,84,100
BenHur,8/6/2015,82,101
BenHur,8/7/2015,76,98
BenHur,8/8/2015,84,101
BenHur,8/9/2015,84,97
BenHur,8/10/2015,83,102
BenHur,8/11/2015,79,91
BenHur,8/12/2015,79,94
BenHur,8/13/2015,78,102
BenHur,8/14/2015,81,98
BenHur,8/15/2015,79,98
BenHur,8/16/2015,80,98
BenHur,8/17/2015,73,96
BenHur,8/18/2015,78,95
BenHur,8/19/2015,76,90
BenHur,8/20/2015,80,93
BenHur,8/21/2015,79,96
BenHur,8/22/2015,76,95
BenHur,8/23/2015,75,96
BenHur,8/24/2015,86,101
BenHur,8/25/2015,77,93
BenHur,8/26/2015,69,85
BenHur,8/27/2015,70,88
BenHur,8/28/2015,61,89
BenHur,8/29/2015,69,91
BenHur,8/30/2015,76,93
BenHur,8/31/2015,71,87
BenHur,9/1/2015,79,92
BenHur,9/2/2015,77,91
BenHur,9/3/2015,80,94
BenHur,9/4/2015,70,93
BenHur,9/5/2015,74,88
BenHur,9/6/2015,77,95
BenHur,9/7/2015,79,89
BenHur,9/8/2015,78,96
BenHur,9/9/2015,74,98
BenHur,9/10/2015,81,86
BenHur,9/11/2015,74,94
BenHur,9/12/2015,58,83
BenHur,9/13/2015,56,80
BenHur,9/14/2015,58,94
BenHur,9/15/2015,77,86
BenHur,9/16/2015,72,95
BenHur,9/17/2015,71,93
BenHur,9/18/2015,70,95
BenHur,9/19/2015,74,95
BenHur,9/20/2015,73,99
BenHur,9/21/2015,71,87
BenHur,9/22/2015,64,89
BenHur,9/23/2015,59,87
BenHur,9/24/2015,74,84
BenHur,9/25/2015,67,90
BenHur,9/26/2015,70,92
BenHur,9/27/2015,78,84
BenHur,9/28/2015,74,90
BenHur,9/29/2015,67,89
BenHur,9/30/2015,77,92
BenHur,10/1/2015,66,81
BenHur,10/2/2015,63,79
BenHur,10/3/2015,61,79
BenHur,10/4/2015,55,71
BenHur,10/5/2015,59,89
BenHur,10/6/2015,72,90
BenHur,10/7/2015,68,90
BenHur,10/8/2015,69,89
BenHur,10/9/2015,71,98
BenHur,10/10/2015,64,86
BenHur,10/11/2015,58,90
BenHur,10/12/2015,60,85
BenHur,10/13/2015,62,94
BenHur,10/14/2015,58,89
BenHur,10/15/2015,59,92
BenHur,10/16/2015,65,97
BenHur,10/17/2015,56,81
BenHur,10/18/2015,51,80
BenHur,10/19/2015,43,84
BenHur,10/20/2015,61,89
BenHur,10/21/2015,63,87
BenHur,10/22/2015,74,84
BenHur,10/23/2015,69,89
BenHur,10/24/2015,74,84
BenHur,10/25/2015,74,75
BenHur,10/26/2015,71,78
BenHur,10/27/2015,65,75
BenHur,10/28/2015,65,88
BenHur,10/29/2015,63,83
BenHur,10/30/2015,67,84
BenHur,10/31/2015,68,83
BenHur,11/1/2015,65,67
BenHur,11/2/2015,70,78
BenHur,11/3/2015,61,79
BenHur,11/4/2015,66,88
BenHur,11/5/2015,72,87
BenHur,11/6/2015,71,91
BenHur,11/7/2015,70,78
BenHur,11/8/2015,58,75
BenHur,11/9/2015,59,67
BenHur,11/10/2015,61,81
BenHur,11/11/2015,66,90
BenHur,11/12/2015,58,80
BenHur,11/13/2015,45,72
BenHur,11/14/2015,51,70
BenHur,11/15/2015,47,76
BenHur,11/16/2015,60,81
BenHur,11/17/2015,62,87
BenHur,11/18/2015,50,71
BenHur,11/19/2015,52,76
BenHur,11/20/2015,53,77
BenHur,11/21/2015,46,65
BenHur,11/22/2015,38,53
BenHur,11/23/2015,33,59
BenHur,11/24/2015,40,70
BenHur,11/25/2015,54,81
BenHur,11/26/2015,65,80
BenHur,11/27/2015,68,81
BenHur,11/28/2015,70,82
BenHur,11/29/2015,74,82
BenHur,11/30/2015,64,85
BenHur,12/1/2015,57,67
BenHur,12/2/2015,53,63
BenHur,12/3/2015,45,57
BenHur,12/4/2015,44,61
BenHur,12/5/2015,40,73
BenHur,12/6/2015,51,74
BenHur,12/7/2015,48,76
BenHur,12/8/2015,46,78
BenHur,12/9/2015,48,78
BenHur,12/10/2015,60,85
BenHur,12/11/2015,69,84
BenHur,12/12/2015,71,79
BenHur,12/13/2015,56,86
BenHur,12/14/2015,52,74
BenHur,12/15/2015,47,77
BenHur,12/16/2015,60,79
BenHur,12/17/2015,42,64
BenHur,12/18/2015,39,60
BenHur,12/19/2015,36,62
BenHur,12/20/2015,39,73
BenHur,12/21/2015,64,79
BenHur,12/22/2015,68,75
BenHur,12/23/2015,74,80
BenHur,12/24/2015,77,81
BenHur,12/25/2015,72,84
BenHur,12/26/2015,72,84
BenHur,12/27/2015,81,88
BenHur,12/28/2015,45,77
BenHur,12/29/2015,45,55
BenHur,12/30/2015,53,62
BenHur,12/31/2015,55,55
