"H1"||"H"||1||0|||10|||||0|0|0|0|0|0|100|100|100|85|92.5|100|60|77.5|95|28|38.5|49||69.7|||0.3|||4.8|||15.5|||30.3|||18.8|||21.8||||||||2|8.5|15||||0.5|1.25|2||||1.4|1.45|1.5|||||1.52|||14.11|28.23|42.34|0.14|0.15|0.16|||||16.3|||7|||41||0|1.5|2.9|0|23|31|0|5|10|0|0|2|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|||||1.2||2|5|9|4.5|5|5.5|||||||||||||||||||||||||||||||||"22703575"|"67121854"
"H3"||"H"||3||48|||152|||||0|0|0|0|0|0|100|100|100|85|92.5|100|65|80|95|36|53|70||42.4|||4|||5.5|||7.5|||13.2|||12.2|||38.1||||||||12|19.5|27||||0|0.25|0.5||||1.4|1.48|1.55|||||1.55|||14.11|28.23|42.34|0.14|0.15|0.16|||||26.2|||11.4|||40||0|1.5|2.9|22|29|36|7|13|19|0|3|11|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|||||2.6||2|5|9|4.5|5|5.5|||||||||||||||||||||||||||||||||"22703575"|"67121856"
"H1"||"H"||1||0|||41|||||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|65|77.5|90||13.9|||0.1|||0.4|||1|||4|||8.4|||70.1||||||||7|16|25||||0.5|2.25|4||||1.35|1.5|1.65|||||1.57|||4.23|9.17|14.11|0.2|0.22|0.23|||||28.1|||12.8|||40||0|1.5|2.9|19|31|43|3|10|17|0|6|17|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0||||1.5|4.2|8.3|2|4|7|3.6|4.8|6|||||||||||||||||||||||||||||||||"22703576"|"67121857"
"H2"||"H"||2||41|||99|||||0|0|0|0|0|0|100|100|100|100|100|100|94|97|100|75|85|95||7.1|||0.4|||0.6|||1|||2.2|||2.9|||65.4||||||||20|27.5|35||||0.5|0.75|1||||1.35|1.53|1.7|||||1.6|||0.42|0.92|1.41|0.15|0.19|0.22|||||31.6|||17.9|||40||0|1.5|2.9|30|38|45|6|15|18|3|13|19|".49"|".49"|0|0|0|0|3|5|0|0|0|0|0|0||||5.9|8.9|12.3|4|18|30|3.6|4.8|6|||||||||||||||||||||||||||||||||"22703576"|"67121858"
"H3"||"H"||3||99|||153|||||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|50|72.5|95||7.1|||0.4|||0.6|||1|||2.2|||2.9|||65.4||||||||20|27.5|35||||0.5|0.75|1||||1.35|1.53|1.7|||||1.6|||0.42|0.92|1.41|0.15|0.19|0.22|||||31.6|||17.9|||40||0|1.5|2.9|30|38|45|0|9|25|0|6|25|".49"|".49"|0|0|0|0|3|5|0|5|10|0|0|0|10.6|14.6|18.6||||1|12|19|3.6|6|8.4|||||||||||||||||||||||||||||||||"22703576"|"67121859"
"H1"||"H"||1||0|||5|||||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|85|90|95||5.5|||0.2|||0.3|||0.6|||1.7|||2.7|||47||||||||35|47.5|60||||0|1.5|3||||1.25|1.38|1.5|||||1.71|||0|0.21|0.42|0.11|0.15|0.19|||||33.4|||27.2|||45||6|7.5|8.9|30|40|55|12|20|30|8|18|32|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0||||15|27.5|40|1|5|8|3.6|4.3|5|||||||||||||||||||||||||||||||||"22703577"|"67121861"
"H2"||"H"||2||5|||109||||||||0|3|5|100|100|100|100|100|100|90|95|100|75|85|95||30|||2.8|||3.1|||5.7|||10.1|||8.3|||30||||||||20|40|60||||0|0.25|0.5||||1.2|1.35|1.5|||||1.68|||0|0.21|0.42|0.1|0.14|0.18|||||30|||21.3|||46||6|7.5|8.9|32|51|69|14|29|44|8|26|47|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0||||20|30|40|3|17|22|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22703577"|"67121860"
"H3"||"H"||3||109|||188||||||||0|8|15|100|100|100|100|100|100|80|90|100|35|65|95||30|||2.8|||3.1|||5.7|||10.1|||8.3|||30||||||||20|40|60||||0|0.25|0.5||||1.2|1.45|1.7|||||1.82|||0|0.21|0.42|0.1|0.14|0.18|||||29.3|||21.1|||41||6|7.5|8.9|32|51|69|14|29|44|0|17|47|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0||||20|30|40|2|11|20|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22703577"|"67121862"
"A"||"A"|||0|0|0|5|10|15||10||0|0|0|0|0|0|100|100|100|100|100|100|91|100|100|81|90|99|1|13|20|0|0|0.1|0|0|0.4|0|0|1.2|0|5|5.5|1|8|12.8|60|70|75|||||||7|17|25|0|0|0|0.5|2.25|4||||1.35|1.5|1.65||||1.4|1.55|1.7|2.63|4|9|14|0.2|0.22|0.23||||20.1|28.1|33.2|4.9|12.8|20.4|35|41|46|0.4|1|1.6|19|32|42|3|11|17|0|0|5|".49"|".49"|0|0|0|0|0|0|0|0|0|0.1|1|1.8||||1.5|4.2|8.3|1|2.9|3.1|4.5|5.3|6|4.5|5.3|6|||||||0|7.4|15|||||||||||||||||||||"22703781"|"67122136"
"Cg"||"C"|||160|185|190|203|203|203||18||0|0|0|0|0|0|100|100|100|100|100|100|93|100|100|89|95|100|3|7|11|0|0|0.6|0|0|0.9|0|0|1.5|0.9|3|3.5|2|4|4.5|55|67|70|||||||20|26|35|0|0|0|0.5|0.75|1||||1.35|1.53|1.67||||1.49|1.67|1.73|2.65|0.42|1|1.4|0.15|0.19|0.22||||28.2|31.2|34.5|12.9|17.2|22.7|34|40|47|2.1|2.9|4.1|31|38|46|13|19|25|0|4|18|".55"|".55"|0|0|0|0|3|5|0|5|10|0.1|1|1.8|10.6|14.1|18.6||||5.6|65.3|84.2|4.5|6.5|8.4|4.5|6.5|8.4|||||||0|3.9|10.8|||||||||||||||||||||"22703781"|"67122140"
"Btg/E"||"B/E"|||35|48|53|55|63|68||15||0|0|0|0|0|0|100|100|100|100|100|100|90|98|100|87|94|100|2|7|17|0|0|0.9|0|1|1.4|0.1|1|2.3|0.6|2|5.4|1.3|3|7|55|65|69|||||||20|28|35|0|0|0|0.5|0.75|1||||1.35|1.53|1.61||||1.43|1.61|1.61|2.67|0.42|1|1.4|0.18|0.2|0.22||||28.2|31.3|34.4|12.9|17.3|22.7|34|40|47|1.1|1.7|2.2|30|38|45|13|19|24|2|9|18|".49"|".49"|0|0|0|0|0|0|0|0|0|0.1|1|1.8||||5.9|9|12.3|1|7.1|70|4.5|5.3|6|4.5|5.3|6|||||||0|7.2|15|||||||||||||||||||||"22703781"|"67122138"
"Btg"||"B"|||55|63|68|160|185|190||122||0|0|0|0|0|0|100|100|100|100|100|100|90|98|100|87|95|100|3|7|17|0|0|0.9|0|1|1.4|0.1|1|2.3|0.9|2|5.4|2|3|7|55|65|69|||||||20|28|35|0|0|0|0.5|0.75|1||||1.35|1.53|1.78||||1.43|1.61|1.78|2.67|0.42|1|1.4|0.15|0.19|0.22||||28.2|31.8|34.5|12.9|18.2|22.7|34|40|47|1.2|1.8|2.3|31|38|45|13|19|24|2|9|18|".49"|".49"|0|0|0|0|0|0|0|0|0|0.1|1|1.8||||5.9|9|12.3|1|3|77.9|4.5|5.3|6|4.5|5.3|6|||||||2.4|7.4|12.8|||||||||||||||||||||"22703781"|"67122139"
"Eg"||"E"|||5|10|15|35|48|53||38||0|0|0|0|0|0|100|100|100|100|100|100|91|100|100|81|90|99|11|13|21|0|0|0.1|0|0|0.4|0|0|1.2|3|5|5.8|7.7|8|13.5|60|70|75|||||||7|17|25|0|0|0|0.5|1|2||||1.35|1.5|1.58||||1.49|1.58|1.58|2.65|4|9|14|0.2|0.22|0.23||||20.1|26.7|31.5|4.9|11|17.7|36|41|47|1.2|1.8|2.3|19|29|39|4|10|17|0|0|5|".55"|".55"|0|0|0|0|0|0|0|0|0|0.1|1|1.8||||4.5|12.8|25.8|1|2.7|3.1|4.5|5.3|6|4.5|5.3|6|||||||0|5.5|15|||||||||||||||||||||"22703781"|"67122137"
"Bt"||"B"||||36|||92|||56||0|0|0|0|0|0|100|100|100|100|100|100|100|100|100|85|92.5|100|5|7|18|0|0.3|0.9|0|0.4|1.5|0.1|0.5|2.4|0|1.5|5.7|3.5|4.3|7.5|49|64|77|||||||18|29|35|0|0|0|0.5|0.75|1||||1.3|1.5|1.7||||1.51|1.71|1.78|2.67|1.4|2.7|4|0.15|0.18|0.2||||24.9|31.6|34.2|9.1|17.8|22.3|33|41|48|0.6|2.8|4.9|31|38|45|11|16.5|22|8|15|24|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0.1|2|4|14.5|25|5.3|9.4|12.3|1.1|11.4|22.7|4.5|5.5|6.5||||||||||1.7|6.9|12.1|||||||||||||||||||||"22703774"|"67122132"
"E"||"E"||||18|||36|||18||0|0|0|0|0|0|100|100|100|100|100|100|100|100|100|75|87.5|100|7|14.3|20|0.1|0.6|0.7|0.2|0.9|1|0.5|1.1|1.2|2.1|3|5.5|4.1|8.7|12.8|61.2|73.2|80|||||||8|12.5|19|0|0|0|0.5|1|1.5||||1.3|1.48|1.65||||1.37|1.55|1.72|2.65|4|9|14|0.15|0.18|0.2||||22.3|27.8|31.7|6.6|12.3|18|35|41|48|0.6|1.5|2.9|15|21|27|0|3.5|7|0|0|6|".55"|".55"|0|0|0|0|0|0|0|0|0|0|0.1|2|4|9.5|15||||1.2|7.2|15|4.5|5.9|7.3||||||||||0|4.9|10.4|||||||||||||||||||||"22703774"|"67122131"
"C"||"C"||||133|||203|||70||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|60|80|100|7|14.3|20|0.1|0.6|0.7|0.2|0.9|1|0.5|1.1|1.2|2.1|3|5.5|4.1|8.7|12.8|61.2|73.2|80|||||||8|12.5|19|0|0|0|0|0.25|0.5||||1.3|1.5|1.7||||1.37|1.57|1.77|2.67|4|9|14|0.15|0.18|0.2||||21.5|28.9|33.9|6|13.8|21.6|34|41|48|0.6|2.4|4.9|22|31|40|3|11|18|0|7|19|".55"|".55"|0|0|0|0|0|0|0|0|0|0|0.1|2|4|14.5|25||||3|13|25|5.1|6.5|7.8||||||||||0|3.6|10.1|||||||||||||||||||||"22703774"|"67122135"
"BC"||"BC"||||92|||133|||41||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|60|80|100|7|14.3|20|0.1|0.6|0.7|0.2|0.9|1|0.5|1.1|1.2|2.1|3|5.5|4.1|8.7|12.8|61.2|73.2|80|||||||8|12.5|19|0|0|0|0|0.25|0.5||||1.3|1.5|1.7||||1.37|1.57|1.77|2.67|4|9|14|0.15|0.18|0.2||||21.5|28.9|33.9|6|13.8|21.6|34|41|48|0.6|2.4|4.9|22|31|40|3|11|18|0|7|19|".55"|".55"|0|0|0|0|0|0|0|0|0|0|0.1|2|4|14.5|25||||2.1|13.3|26.5|5.1|6.5|7.8||||||||||0|3.6|10.1|||||||||||||||||||||"22703774"|"67122134"
"Ap"||"A"||||0|||18|||18||0|0|0|0|0|0|100|100|100|100|100|100|100|100|100|75|87.5|100|7|14.3|20|0.1|0.6|0.7|0.2|0.9|1|0.5|1.1|1.2|2.1|3|5.5|4.1|8.7|12.8|61.2|73.2|80|||||||8|12.5|19|0|0|0|0.5|1.25|2||||1.3|1.48|1.65||||1.37|1.55|1.72|2.65|4|9|14|0.15|0.18|0.2||||22.3|28|32.1|6.6|12.7|18.6|35|41|48|0.6|1.5|2.9|15|21|27|0|4|7|0|0|6|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0.1|2|4|9.5|15||||1.3|7.8|15|4.5|5.9|7.3||||||||||0|5|10.7|||||||||||||||||||||"22703774"|"67122133"
"H2"||"H"||2||13|||102|||||0|0|0|0|0|0|100|100|100|100|100|100|100|100|100|85|92.5|100||32.5|||0|||0.2|||0.9|||7.3|||24.1|||43||||||||14|24.5|35||||0.5|0.75|1||||1.3|1.5|1.7|||||1.71|||1.41|2.82|4.23|0.15|0.18|0.2|||||30.2|||15.7|||41||3|4.5|5.9|26|37|47|9|17|25|5|16|28|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0|4|14.5|25||||1|10|21|4.5|5.5|6.5|||||||||||||||||||||||||||||||||"22703626"|"67121921"
"H1"||"H"||1||0|||13|||||0|0|0|0|0|0|100|100|100|100|100|100|100|100|100|80|90|100||6.7|||0.3|||0.6|||0.9|||2.1|||2.8|||62.3||||||||27|31|35||||0.5|2.25|4||||1.25|1.35|1.45|||||1.54|||1.41|2.82|4.23|0.15|0.18|0.2|||||32.6|||19.4|||46||3|4.5|5.9|38|46|53|19|22|25|14|21|29|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|10|17.5|25||||1|7|14|4.5|5.9|7.3|||||||||||||||||||||||||||||||||"22703626"|"67121920"
"H3"||"H"||3||102|||153|||||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|60|80|100||7.2|||0|||0|||0.2|||2|||5|||70.3||||||||10|22.5|35||||0|0.25|0.5||||1.3|1.5|1.7|||||1.57|||4.23|9.17|14.11|0.15|0.18|0.2|||||28.9|||13.8|||41||0|1.5|2.9|20|32|44|6|15|25|0|10|27|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0|4|14.5|25||||3|13|25|5.1|6.5|7.8|||||||||||||||||||||||||||||||||"22703626"|"67121922"
"E"||"E"||||18|||36|||18||0|0|0|0|0|0|100|100|100|100|100|100|100|100|100|75|87.5|100|7|14.3|20|0.1|0.6|0.7|0.2|0.9|1|0.5|1.1|1.2|2.1|3|5.5|4.1|8.7|12.8|61.2|73.2|80|||||||8|12.5|19|0|0|0|0.5|1|1.5||||1.3|1.48|1.65||||1.37|1.55|1.72|2.65|4|9|14|0.15|0.18|0.2||||22.3|27.8|31.7|6.6|12.3|18|35|41|48|0.6|1.5|2.9|15|21|27|0|3.5|7|0|0|6|".55"|".55"|0|0|0|0|0|0|0|0|0|0|0.1|2|4|9.5|15||||1.2|7.2|15|4.5|5.9|7.3||||||||||0|4.9|10.4|||||||||||||||||||||"22703604"|"67121889"
"C"||"C"||||183|||203|||20||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|60|80|100|7|14.3|20|0.1|0.6|0.7|0.2|0.9|1|0.5|1.1|1.2|2.1|3|5.5|4.1|8.7|12.8|61.2|73.2|80|||||||8|12.5|19|0|0|0|0|0.25|0.5||||1.3|1.5|1.7||||1.37|1.57|1.77|2.67|4|9|14|0.15|0.18|0.2||||21.5|28.9|33.9|6|13.8|21.6|34|41|48|0.6|2.4|4.9|22|31|40|3|11|18|0|7|19|".55"|".55"|0|0|0|0|0|0|0|0|0|0|0.1|2|4|14.5|25||||3|13|25|5.1|6.5|7.8||||||||||0|3.6|10.1|||||||||||||||||||||"22703604"|"67121893"
"Ap"||"A"||||0|||18|||18||0|0|0|0|0|0|100|100|100|100|100|100|100|100|100|75|87.5|100|7|14.3|20|0.1|0.6|0.7|0.2|0.9|1|0.5|1.1|1.2|2.1|3|5.5|4.1|8.7|12.8|61.2|73.2|80|||||||8|12.5|19|0|0|0|0.5|1.25|2||||1.3|1.48|1.65||||1.37|1.55|1.72|2.65|4|9|14|0.15|0.18|0.2||||22.3|28|32.1|6.6|12.7|18.6|35|41|48|0.6|1.5|2.9|15|21|27|0|4|7|0|0|6|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0.1|2|4|9.5|15||||1.3|7.8|15|4.5|5.9|7.3||||||||||0|5|10.7|||||||||||||||||||||"22703604"|"67121891"
"Bt"||"B"||||36|||91|||55||0|0|0|0|0|0|100|100|100|100|100|100|100|100|100|85|92.5|100|5|7|18|0|0.3|0.9|0|0.4|1.5|0.1|0.5|2.4|0|1.5|5.7|3.5|4.3|7.5|49|64|77|||||||18|29|35|0|0|0|0.5|0.75|1||||1.3|1.5|1.7||||1.51|1.71|1.78|2.67|1.4|2.7|4|0.15|0.18|0.2||||24.9|31.6|34.2|9.1|17.8|22.3|33|41|48|0.6|2.8|4.9|31|38|45|11|16.5|22|8|15|24|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0.1|2|4|14.5|25|5.3|9.4|12.3|1.1|11.4|22.7|4.5|5.5|6.5||||||||||1.7|6.9|12.1|||||||||||||||||||||"22703604"|"67121890"
"BC"||"BC"||||91|||183|||92||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|60|80|100|7|14.3|20|0.1|0.6|0.7|0.2|0.9|1|0.5|1.1|1.2|2.1|3|5.5|4.1|8.7|12.8|61.2|73.2|80|||||||8|12.5|19|0|0|0|0|0.25|0.5||||1.3|1.5|1.7||||1.37|1.57|1.77|2.67|4|9|14|0.15|0.18|0.2||||21.5|28.9|33.9|6|13.8|21.6|34|41|48|0.6|2.4|4.9|22|31|40|3|11|18|0|7|19|".55"|".55"|0|0|0|0|0|0|0|0|0|0|0.1|2|4|14.5|25||||2.1|13.3|26.5|5.1|6.5|7.8||||||||||0|3.6|10.1|||||||||||||||||||||"22703604"|"67121892"
"H4"||"H"||4||91|||119|||28||0|0|0|0|0|0|100|100|100|95|97.5|100|70|82.5|95|40|60|80||36.9|||0|||0.1|||0.8|||7.6|||28.4|||42.1||||||||12|21|30||||0|0.25|0.5||||1.4|1.5|1.6|||||1.57|||1.41|2.82|4.23|0.08|0.09|0.1|||||27.8|||12.8|||41||0|1.5|2.9|22|30|39|7|14|21|0|5|15|".55"|".55"|0|0|0|0|0|0|0|0|0|0|0|0||||3.6|7.4|15.1|1|3|5|4.5|5.3|6|||||||||||||||||||||||||||||||||"22703685"|"67122005"
"H5"||"H"||5||119|||153|||34||0|0|0|0|0|0|100|100|100|95|97.5|100|60|72.5|85|30|55|80||38|||0|||0.1|||0.8|||7.8|||29.3|||43.5||||||||10|18.5|27||||0|0.25|0.5||||1.4|1.5|1.6|||||1.57|||4.23|9.17|14.11|0.1|0.13|0.15|||||26.7|||11.3|||41||0|1.5|2.9|20|28|36|6|12|19|0|3|13|".55"|".55"|0|0|0|0|0|0|0|0|0|0|0|0||||2.9|6.4|13.4|1|3|5|4.5|5.3|6|||||||||||||||||||||||||||||||||"22703685"|"67122006"
"H1"||"H"||1||0|||18|||18||0|0|0|0|0|0|100|100|100|100|100|100|100|100|100|85|92.5|100||21.6|||0.1|||0.4|||1.3|||6|||13.8|||69.9||||||||5|8.5|12||||0.5|1.75|3||||1.3|1.35|1.4|||||1.41|||4.23|9.17|14.11|0.2|0.21|0.22|||||22.6|||6.9|||46||0|1.5|2.9|17|24|30|0|5|10|0|3|9|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0||||1.1|2.1|3.6|1|3|5|4.5|5.3|6|||||||||||||||||||||||||||||||||"22703685"|"67122007"
"H2"||"H"||2||18|||68|||50||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|85|92.5|100||7|||0|||0|||0.2|||1.9|||4.9|||69||||||||18|24|30||||0|0.25|0.5||||1.4|1.45|1.5|||||1.52|||4.23|9.17|14.11|0.2|0.21|0.22|||||29.2|||14.2|||43||0|1.5|2.9|27|33|39|12|16|21|8|14|22|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0||||5.7|8.6|15.1|1|3|5|4.5|5.3|6|||||||||||||||||||||||||||||||||"22703685"|"67122008"
"H3"||"H"||3||68|||91|||23||0|0|0|0|0|0|100|100|100|100|100|100|90|95|100|70|80|90||6.9|||0|||0|||0.2|||1.9|||4.8|||68.1||||||||20|25|30||||0|0.25|0.5||||1.4|1.5|1.6|||||1.57|||1.41|2.82|4.23|0.08|0.09|0.1|||||30|||15.3|||41||0|1.5|2.9|29|34|39|13|17|21|6|12|18|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0||||6.4|9|15.1|1|3|5|4.5|5.3|6|||||||||||||||||||||||||||||||||"22703685"|"67122009"
"H3"||"H"||3||48|||152|||104||0|0|0|0|0|0|100|100|100|85|92.5|100|65|80|95|36|53|70||42.4|||4|||5.5|||7.5|||13.2|||12.2|||38.1||||||||12|19.5|27||||0|0.25|0.5||||1.4|1.48|1.55|||||1.55|||14.11|28.23|42.34|0.14|0.15|0.16|||||26.2|||11.4|||40||0|1.5|2.9|22|29|36|7|13|19|0|3|11|".37"|".37"|0|0|0|0|0|0|0|0|0|0|0|0|||||2.6||2|5|9|4.5|5|5.5|||||||||||||||||||||||||||||||||"22703687"|"67122012"
"H2"||"H"||2||10|||48|||38||0|0|0|0|0|0|100|100|100|85|92.5|100|80|88|96|45|60|75||56.5|||1.3|||8.3|||15|||20.5|||11.4|||18||||||||18|25.5|33||||0|0.25|0.5||||1.4|1.48|1.55|||||1.55|||4.23|9.17|14.11|0.15|0.16|0.17|||||23.3|||15.5|||40||0|1.5|2.9|27|34|42|12|17|23|1|7|16|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|||||2.7||2|5|9|4.5|5|5.5|||||||||||||||||||||||||||||||||"22703687"|"67122011"
"H1"||"H"||1||0|||10|||10||0|0|0|0|0|0|100|100|100|85|92.5|100|60|77.5|95|28|38.5|49||69.7|||0.3|||4.8|||15.5|||30.3|||18.8|||21.8||||||||2|8.5|15||||0.5|1.25|2||||1.4|1.45|1.5|||||1.52|||14.11|28.23|42.34|0.14|0.15|0.16|||||16.3|||7|||41||0|1.5|2.9|0|23|31|0|5|10|0|0|2|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|||||1.2||2|5|9|4.5|5|5.5|||||||||||||||||||||||||||||||||"22703687"|"67122010"
"H1"||"H"||1||0|||5|||5||0|0|0|0|0|0|100|100|100|100|100|100|95|97.5|100|85|90|95||5.5|||0.2|||0.3|||0.6|||1.7|||2.7|||47||||||||35|47.5|60||||0|1.5|3||||1.25|1.38|1.5|||||1.71|||0|0.21|0.42|0.11|0.15|0.19|||||33.4|||27.2|||45||6|7.5|8.9|30|40|55|12|20|30|8|18|32|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0||||15|27.5|40|1|5|8|3.6|4.3|5|||||||||||||||||||||||||||||||||"22703688"|"67122014"
"H3"||"H"||3||109|||188|||79|||||0|8|15|100|100|100|100|100|100|80|90|100|35|65|95||30|||2.8|||3.1|||5.7|||10.1|||8.3|||30||||||||20|40|60||||0|0.25|0.5||||1.2|1.45|1.7|||||1.82|||0|0.21|0.42|0.1|0.14|0.18|||||29.3|||21.1|||41||6|7.5|8.9|32|51|69|14|29|44|0|17|47|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0||||20|30|40|2|11|20|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22703688"|"67122013"
"H2"||"H"||2||5|||109|||104|||||0|3|5|100|100|100|100|100|100|90|95|100|75|85|95||30|||2.8|||3.1|||5.7|||10.1|||8.3|||30||||||||20|40|60||||0|0.25|0.5||||1.2|1.35|1.5|||||1.68|||0|0.21|0.42|0.1|0.14|0.18|||||30|||21.3|||46||6|7.5|8.9|32|51|69|14|29|44|8|26|47|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0||||20|30|40|3|17|22|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22703688"|"67122015"
"H3"||"H"||3||79|||153|||||0|0|0|0|0|0|90|95|100|85|92.5|100|75|87.5|100|70|85|100|0.5|1.8|3||0.2|||0.2|||0.3|||0.5|||0.6|||28.2||||||||55|70|85||||0|0.25|0.5||||1.17|1.26|1.35|||||1.75|||0|0.21|0.42|0.12|0.15|0.18|||||43.6|||35.2|||48||9|17|25|64|82|100|40|53|65|27|50|79|".20"|".20"|0|0|0|0|0|0|0|0|0|0|0|0|20|35|50||||16|33|50|6.1|7.3|8.4|||||||||||||||||||||||||||||||||"22703753"|"67122101"
"H2"||"H"||2||10|||79|||||0|0|0|0|0|0|100|100|100|100|100|100|100|100|100|95|97.5|100|0.5|1.8|3||0.2|||0.2|||0.3|||0.5|||0.6|||28.2||||||||55|70|85||||0.5|0.75|1||||1.17|1.29|1.4|||||1.78|||0|0.21|0.42|0.12|0.15|0.18|||||44.6|||37.4|||48||9|17|25|65|83|101|40|52|65|43|60|79|".20"|".20"|0|0|0|0|0|0|0|0|0|0|0|0|20|35|50||||11|29|48|5.1|6.2|7.3|||||||||||||||||||||||||||||||||"22703753"|"67122100"
"H1"||"H"||1||0|||10|||||0|0|0|0|0|0|100|100|100|100|100|100|100|100|100|95|97.5|100||18.4|||1.3|||2|||2.9|||5.8|||6.4|||43.6||||||||27|38|49||||0.5|2.25|4||||1.35|1.53|1.7|||||1.9|||0.42|0.92|1.41|0.18|0.2|0.22|||||36.2|||26.2|||39||6|7.5|8.9|39|53|67|19|27|35|18|30|43|".32"|".32"|0|0|0|0|0|0|0|0|0|0|0|0|10|20|30||||7|21|41|4.5|5.5|6.5|||||||||||||||||||||||||||||||||"22703753"|"67122099"
"2BCkss"|2|"BC"|||80|112|150|190|203|203|75|91|110|0|0|0|0|0|0|100|100|100|100|100|100|93|100|100|88|99|100|0.5|1.8|3|0|0|0|0|0|0.1|0|0.1|1|0|0.5|2|0.5|1.2|2|12|28.2|40|||||||55|70|85|0|1|2|0|0.25|0.5||||1.17|1.3|1.42||||1.82|1.89|1.95||0.01|0.21|0.42|0.1|0.1|0.18||||41.9|44.4|46.5|28.9|37|45.1|44|48|53|9.7|14.5|19.3|67|85|86|44|59|60|43|68|70|".20"|".20"|0|1|2|0|0|0|0|0|0|2|4|4|34.6|46|55.1||||29.3|54|65.1|5.1|8|8.4|6.1|7.3|8.4|||||||0|1.4|12.4|||||||||||||||||||"Moderate"|"Moist"|"22703707"|"67122041"
"Ap"||"A"|||0|0|0|10|15|25|10|15|25|0|0|0|0|0|0|100|100|100|100|100|100|91|100|100|85|99|100|0.5|1.8|3|0|0|0|0|0|0.1|0|0.1|1|0|0.5|2|0.5|1.2|2|17|38.2|40|||||||40|60|80|0|0|0|0.5|2.25|4||||1.09|1.25|1.41||||1.61|1.77|1.81|2.65|0.01|0.21|0.42|0.12|0.15|0.18||||30.2|43.8|46.9|21.2|33.1|44.7|44|50|56|7.5|12.3|17.2|49|68|84|31|45|57|27|51|67|".24"|".24"|0|0|0|0|0|0|0|0|0|2|4|4||||20|34.6|51.3|9|33|44.3|4.5|5.9|6|4.5|5.6|6|||||||4.8|12.5|20.5|||||||||||||||||||"Moderate"|"Moist"|"22703707"|"67122044"
"Bssg"||"B"|||10|15|25|60|76|137|60|61|66|0|0|0|0|0|0|100|100|100|100|100|100|93|100|100|88|99|100|0.5|1.8|3|0|0|0|0|0|0.1|0|0.1|1|0|0.5|2|0.5|1.2|2|12|28.2|40|||||||55|70|85|0|0|0|0.5|0.75|1||||1.16|1.3|1.44||||1.87|1.89|2.01|2.65|0.01|0.21|0.42|0.1|0.1|0.18||||41.9|44.4|46.5|29.4|37.5|45.5|43|48|53|11.2|15.7|19.5|72|85|86|49|59|60|48|68|70|".20"|".20"|0|0|0|0|0|0|0|0|0|2|4|4|38.7|48.3|56.4||||32.9|44.3|55.2|5.1|6.2|7.3|5.1|6.2|7.3|||||||3.6|8.2|12.7|||||||||||||||||||"Moderate"|"Moist"|"22703707"|"67122042"
