"2B''g1"|2|"B"|"''"|1|178|178|178|192|192|192||14||0|0|0|0|0|0|100|100|100|100|100|100|90|100|100|83|93|100|10|13.5|65|0.1|0.1|0.5|0.1|0.1|0.1|0.1|0.2|1|0.7|1|4.8|9|12.1|58.3|0|58.3|72|0|30.6|45|0|27.7|30|18|28.2|35|0|0|0|0.1|0.17|0.2||||1.35|1.35|1.56||||1.5|1.51|1.6||4|9|14|0.18|0.2|0.21||||25.6|30|32.4|9.8|15.4|19.1|39|46|46|1.8|3.5|5.8|28|38|45|12|20|25|10|18|30|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0|14|21|25.4||||9.5|20.4|25|5.1|6.1|7|4.5|5.5|6|||||||2|6.1|9.9|||||||||||||||||||||"22703658"|"67121974"
"2B'g"|2|"B"|"'"||85|85|85|107|107|107||22||0|0|0|0|0|0|100|100|100|100|100|100|97|100|100|65|67|82|20|58.8|65|0|0.1|0.1|0|0.1|0.2|0|0.5|0.5|0|12.9|15|0|45.2|50|0|21|62|0|14|45|0|7|20|18|20.2|35|0|0|0|0.1|0.2|0.5||||1.38|1.38|1.57||||1.46|1.46|1.64||4|9|14|0.12|0.13|0.14||||20.1|21.3|27.4|10.6|12|20.9|39|45|45|1.8|2.1|5.9|28|31|46|12|14|25|6|7|25|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0|14|15.8|26.2||||8.9|14.8|25.4|5.1|5.7|6|4.5|4.8|6|||||||4.9|6.2|10.3||0.3|||||||||||||||||||"22703658"|"67121970"
"2Bg"|2|"B"|||49|49|49|75|75|75||26||0|0|0|0|0|0|100|100|100|100|100|100|86|100|100|81|95|98|0|9.7|60|0|0|0|0|0|0|0|0.1|0.6|0|1.2|7.4|0|8.4|52|5|58.1|82|0|34.1|45|0|24|30|18|32.2|35|0|0|0|0.25|0.26|0.5||||1.38|1.38|1.57||||1.57|1.71|1.71||4|9|14|0.17|0.19|0.2||||26|31.8|32.9|10.3|18.1|19.9|39|45|45|1.8|4.4|5.9|29|42|46|12|22|25|10|22|30|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|14|24|26||||9.2|21.5|25.2|5.1|5.5|6|4.5|4.7|6|||||||5|8.5|10.3||0.6|||||||||||||||||||"22703658"|"67121979"
"Btg1"||"B"||1|10|10|18|28|28|28||18||0|0|0|0|0|0|100|100|100|100|100|100|75|100|100|71|96|100|0|6.9|45|0|0|0.1|0|0|0.2|0|0.1|0.5|0|0.9|2|0|5.9|10|0|32.9|65|0|8.7|15|0|24.2|30|35|60.2|80|0|0|0|0.5|0.8|1||||1.17|1.32|1.52||||1.71|1.81|1.88||0.01|0.21|0.42|0.11|0.13|0.14||||28.9|42.4|45.4|19.1|32.6|43.2|40|47|53|5.9|12.6|19|46|72|93|25|44|60|22|49|72|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|26|42|55||||11.1|35.9|52.8|4.5|5.5|6|4.5|4.7|6|||||||7.6|12.6|18.3||0.8|||||||||||||||||||"22703658"|"67121978"
"2Bw"|2|"B"|||75|75|75|85|85|85||10||0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|72|76|89|20|45.9|60|0|0|0|0|0.1|0.1|0.1|0.2|0.3|3.6|7.1|9.3|16.8|38.5|50.3|5|32.6|59|0|22.6|45|0|10|30|18|21.5|35|0|0|0|0.1|0.2|0.5||||1.41|1.41|1.54||||1.51|1.54|1.67||4|9|14|0.2|0.22|0.24||||26|27.8|33.1|10.3|12.4|20.3|40|44|44|1.8|2.3|5.9|28|32|46|12|15|25|0|9|18|".49"|".49"|0|0|0|0|0|0|0|0|0|0|0|0|14|16.7|26.2||||8.9|15.7|25.4|5.1|5.7|6|4.5|4.8|6|||||||4.9|6.4|10.3||0.4|||||||||||||||||||"22703658"|"67121972"
"Ap"||"A"|||0|0|0|10|10|18||10||0|0|0|0|0|0|100|100|100|100|100|100|76|100|100|71|96|96|5|8.4|20|0|0|0|0|0|0|0|0.1|0.2|0|1.2|2.9|0|7.1|16.9|20|32.3|38|0|9.1|10|20|23.2|28|50|59.3|60|0|0|0|0.5|1.77|4||||1.22|1.37|1.43||||1.76|1.87|1.96||0.01|0.21|0.42|0.09|0.1|0.11||||39.6|41.2|41.3|27.3|33.6|36.3|43|45|50|7.6|11.8|12.6|60|73|78|36|42|44|22|49|73|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0.1|2||||17.6|34.2|38.8|9.7|18|18.2|4.5|5.3|6|4.5|5.3|6|||||||8|14.7|21.6|||||||||||||||||||||"22703658"|"67121977"
"Btg2"||"B"||2|28|28|28|49|49|49||21||0|0|0|0|0|0|100|100|100|100|100|100|81|100|100|79|98|100|0|4.1|45|0|0|0.1|0|0|0.2|0|0.1|0.5|0|0.6|2|0|3.4|10|0|41.6|65|0|14.3|25|0|27.3|45|35|54.3|80|0|0|0|0.25|0.41|0.5||||1.18|1.29|1.55||||1.63|1.81|1.85||0.01|0.21|0.42|0.06|0.07|0.08||||28.6|34.2|40|18.6|28.9|36|39|48|52|5.7|10.5|17.9|45|65|92|25|40|60|19|50|72|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0||||17.6|31.4|51.3|9.2|30|41.7|4.5|5.3|6|4.5|4.6|6|||||||4.9|11.9|20.6||1.3|||||||||||||||||||"22703658"|"67121969"
"Bg"||"B"|||10|10|10|36|36|36|26|26|26|0|0|0|0|0|0|100|100|100|100|100|100|92|100|100|86|99|100|1.5|1.8|15|0|0.1|0.2|0|0.1|0.2|0|0.2|0.3|0|0.6|0.8|0|0.8|2.7|5|25.7|43|||||||55|72.5|80|0|0|0|0|0.25|0.5||||1.22|1.32|1.42||||1.88|1.89|1.99||0.01|0.215|0.42|0.07|0.08|0.09||||41.5|44.3|45.4|29.1|38.6|42.7|44|48|51|10|14.7|17.2|65|83|91|40|54|60|44|63|77|".20"|".20"|0|0|0|0|0|0|0|0|0|0|0|0||||27.3|39.3|47.2|25.5|38.2|39|4.5|5|5.5||||||||||7.9|12.5|15.5|||||||||||||||||||"High"|"Wet"|"22703659"|"67121982"
"Ap"||"A"|||0|0|0|10|10|10|10|10|10|0|0|0|0|0|0|100|100|100|100|100|100|89|97|100|73|83|91|15|22|24|0|0.7|2.1|0.1|1.7|2.4|0.1|2.8|4.3|0.2|7.7|12.9|0|9.1|10.8|16|28|40|||||||40|50|60|0|0|0|1|2|3||||1.23|1.29|1.35||||1.66|1.72|1.87||0.01|0.215|0.4242|0.11|0.17|0.19||||30.7|41.2|43|22|28.3|34.4|45|48|50|7.3|10.1|13.1|52|64|77|29|36|44|20|33|47|".20"|".20"|0|0|0|0|0|0|0|0|0|0|0|0|30.1|37.3|44.2||||26.7|35.5|42.5|4.5|5.7|6||||||||||7.9|9.8|15|||||||||||||||||||"High"|"Moist"|"22703659"|"67121980"
"Bssg"||"B"|||36|36|36|124|124|124|88|88|88|0|0|0|0|0|0|100|100|100|100|100|100|92|100|100|86|99|100|1.5|1.8|15|0|0.1|0.2|0|0.1|0.2|0|0.2|0.3|0|0.6|0.8|0|0.8|2.7|5|25.7|43|||||||55|72.5|80|0|0|0|0|0.25|0.5||||1.22|1.32|1.42||||1.88|1.89|1.99||0.01|0.215|0.42|0.07|0.08|0.09||||41.5|44.3|45.4|29.1|38.6|42.7|44|48|51|10|14.7|17.2|65|83|91|40|54|60|44|63|77|".20"|".20"|0|0|0|0|0|0|0|0|0|0|0|0||||27.3|39.3|47.2|25.5|38.2|39|4.5|5|5.5||||||||||7.9|12.5|15.5|||||||||||||||||||"High"|"Wet"|"22703659"|"67121983"
"Cg"||"C"|||124|124|124|152|152|152|28|28|28|0|0|0|0|0|0|100|100|100|100|100|100|86|98|100|72|91|100|10|12|20|0|0.4|0.5|0.1|1|1.1|0.1|1.5|1.8|0.2|4.2|7.2|0.1|4.9|7.9|0|28|55|||||||35|60|85|0|0|0|0|0.25|0.5||||1.09|1.26|1.43||||1.61|1.78|1.85||0.01|0.215|0.42|0.11|0.15|0.17||||28.4|43.6|47.4|18.2|31.4|44.5|44|50|56|5.4|12.3|20.2|45|71|97|25|44|64|16|45|77|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|23.5|40.8|56.3||||23.5|40.7|56.2|6.1|6.7|7.3||||||||||2.4|5.7|8.9|||||||||||||||||||"High"|"Wet"|"22703659"|"67121981"
"Btg"||"B"|||10|10|18|79|99|99|61|89|89|0|0|0|0|0|0|100|100|100|100|100|100|94|100|100|88|97|100|5|5.5|10|0|0|0.5|0|0|0.5|0.1|0.3|0.8|0.5|0.7|5|4|4.5|8|32|47|60|||||||35|47.5|60|0|0|0|0|0.25|0.5||||1.31|1.4|1.49||||1.65|1.74|1.81||0.42|0.915|1.41|0.15|0.17|0.19||||28.8|32.8|36.1|18.9|25.9|32.9|41|45|48|5.4|8.9|12.5|45|58|71|25|34|44|23|38|52|".32"|".32"|0|0|0|0|0|0|0|0|0|0|1|2|23.5|33.3|41.7||||13.1|31.2|39.6|4.5|5.8|6.5||||||||||5.3|9.6|15.2|||||||||||||||||||"High"|"Wet"|"22703714"|"67122049"
"BCg"||"BC"|||79|99|99|152|165|203|53|66|86|0|0|0|0|0|0|100|100|100|100|100|100|94|99|100|80|87|96|15|22.4|25|0|0.5|0.7|0|0.8|1.5|0.1|0.6|0.8|2.5|3.2|5|10|17.3|20|53|55.1|71.1|||||||10|22.5|29|0|0|0|0|0.25|0.5||||1.45|1.5|1.55||||1.66|1.71|1.78||4.23|9.17|14.11|0.15|0.17|0.19||||21.5|28.9|31.8|6|13.8|18.1|39|41|43|0.4|2.8|4.1|21|33|40|6|15|20|2|12|20|".49"|".49"|0|0|0|0|0|0|0|0|0|0|1|2|8|17.5|22.3||||7|16.6|22.3|5.6|6.3|7.3||||||||||0|4.8|8|||||||||||||||||||"Moderate"|"Very moist"|"22703714"|"67122050"
"Ap"||"A"|||0|0|0|10|10|18|10|10|18|0|0|0|0|0|0|100|100|100|100|100|100|96|100|100|84|90|96|15|18|20|0|0.1|0.5|0|0.3|0.5|0.1|0.3|0.8|2|2.4|7|10|14.9|18|42|50.5|58|||||||27|31.5|38|0|0|0|1|2.5|4||||1.27|1.35|1.43||||1.56|1.6|1.66||1.41|2.82|4.23|0.18|0.2|0.22||||30.3|32.9|35.7|15.8|20|25.1|42|45|48|3.5|4.4|7|39|46|57|19|22|27|16|22|31|".43"|".43"|0|0|0|0|0|0|0|0|0|0|1|2|21.5|25.2|30.1||||8.9|21.6|28|4.5|5.8|6||||||||||7|9.3|15.1|||||||||||||||||||"Moderate"|"Moderately moist"|"22703714"|"67122048"
"Bssg1"||"B"||1|4|25|30|40|76|90|10|51|86|0|0|0|0|0|0|100|100|100|100|100|100|93|100|100|88|100|100|0.5|0.8|6|0|0|0.1|0|0|0.2|0|0|0.2|0|0.2|2.5|0.3|0.6|3|5.4|23.1|38|||||||60|76.1|90|0|0|0|0|0.25|0.5||||1.21|1.29|1.37||||1.82|1.92|1.99|2.53|0.01|0.21|0.42|0.07|0.07|0.14||||43|45.5|47.4|31.4|40.1|42.6|44|47|50|12.1|17|20.8|70|87|102|44|57|68|43|68|82|".17"|".17"|0|1|5|0|0|0|0|0|0|0|1|2|37.3|50|59.1||||34|51.5|98.1|5.6|7|8.4|3.5|5.1|5.5|||||||0|5.2|10.8|||||||||||||||||||||"22703715"|"67122052"
"Bssg2"||"B"||2|40|76|90|100|104|180|10|28|140|0|0|0|0|0|0|100|100|100|100|100|100|93|100|100|88|100|100|0.3|0.6|6|0|0|0|0|0.1|0.2|0|0.2|0.2|0|0.1|2.3|0.1|0.2|2.6|4.7|22.5|38.7|||||||60|76.9|90|0|0|0|0|0.25|0.5||||1.19|1.28|1.37||||1.82|1.91|1.97|2.53|0.42|0.92|1.41|0.07|0.07|0.19||||43.2|45.8|47.6|31.3|40.4|47.4|44|47|50|12.1|17.2|20.8|70|88|102|44|58|68|43|69|82|".15"|".15"|0|1|5|0|0|0|0|0|0|0|3.1|4|37.3|50.5|59.1||||35.2|97.9|106.5|6.6|8.4|8.4|5.1|6.5|7.3|||||||0|0.3|7.3|||||||||||||||||||||"22703715"|"67122053"
"Bssg3"||"B"||3|100|104|180|190|213|230|10|109|130|0|0|0|0|0|0|100|100|100|100|100|100|93|100|100|88|99|100|0.5|0.8|10|0|0|0|0|0.1|0.2|0|0.2|0.2|0|0.2|3.3|0.2|0.3|3|4|23.7|38.5|||||||60|75.5|90|0|0|0|0|0.25|0.5||||1.22|1.3|1.37||||1.83|1.93|1.99|2.53|0.42|0.92|1.41|0.06|0.06|0.18||||42.8|45.2|47.1|31.5|39.9|42.4|44|46|49|12.1|16.8|20.8|70|87|102|44|57|68|43|67|82|".15"|".15"|0|1|5|0|0|0|0|0|0|0|1.2|2|37.3|49.7|59.1||||35.2|88.7|98.1|6.6|7.3|8.4|6.6|7.3|7.8|||||||0|4.1|7.3|||||||||||||||||||||"22703715"|"67122054"
"A"||"A"|||0|0|0|4|25|30|4|25|30|0|0|0|0|0|0|100|100|100|100|100|100|93|100|100|83|99|100|0.5|1.4|30|0|0|0.1|0|0.2|0.4|0|0.4|0.5|0|0.3|0.9|0.3|0.5|1|0|14.3|40|||||||50|84.3|85|0|0|0|0.5|2|4||||1.2|1.3|1.37||||1.64|1.96|1.99|2.49|0.01|0.21|0.42|0.07|0.07|0.14||||41.2|43.7|46.7|26.7|39.3|42|43|46|49|10.2|19.8|20.2|62|100|104|37|61|63|33|75|79|".10"|".10"|0|0|0|0|0|0|0|0|0|0|0.7|2|35.6|58.7|60.3||||29.3|56.2|68.3|5.1|6.8|8.4|3.5|4.8|5|||||||0|7.2|14.3|||||||||||||||||||||"22703715"|"67122051"
"BCg"||"BC"|||70|79|79|152|200|203|121|121|133|0|0|0|0|0|0|100|100|100|100|100|100|88|97|100|76|91|100|2|10.4|12.5|0|0.9|1|0|1.3|1.5|0|1.7|2|1|3.2|4|1|3.3|4|5|24.6|58|||||||35|65|92|0|0|0|0|0.25|0.5||||1.15|1.32|1.49||||1.79|1.96|1.96|2.55|0.01|0.71|1.41|0.1|0.11|0.19||||28.6|43.2|46.9|18.5|34.6|42.2|39|46|52|5.6|14|21.3|45|76|104|25|48|69|18|50|84|".17"|".17"|0|1|2|0|0|0|0|0|0|0|1|2|23.5|43.7|60.2||||7.9|45.2|99.2|6.6|7.5|8.4||||||||||0.9|15.5|28.3|||||||||||||||||||||"22703716"|"67122056"
"A"||"A"|||0|0|0|8|10|25|8|10|25|0|0|0|0|0|0|100|100|100|100|100|100|90|100|100|82|98|100|0.5|1.8|8|0|0.2|0.2|0|0.2|0.2|0|0.3|0.6|0.3|0.6|3|0.2|0.5|4|5|30.7|40|||||||57|67.5|93|0|0|0|2|3|15||||0.69|1.14|1.18||||1.23|1.68|1.79|2.51|0.01|0.21|0.42|0.14|0.15|0.22||||45.4|47.2|51|30|35.9|45.9|50|51|68|11.5|13.9|21.3|71|83|130|42|47|66|38|57|90|".20"|".20"|0|0|0|0|0|0|0|0|0|0|1|2||||31.7|38.7|71.3|2.4|21.7|50.7|5.1|5.3|7.3||||||||||21.8|31.5|69.2|||||||||||||||||||||"22703716"|"67122055"
"Bg1"||"B"||1|8|10|25|35|46|76|10|36|68|0|0|0|0|0|0|100|100|100|100|100|100|93|100|100|88|98|100|0.5|1.8|6|0|0.2|0.2|0|0.2|0.2|0|0.3|0.6|0.3|0.6|2|0.2|0.5|3|4|30.7|40|||||||57|67.5|94|0|0|0|1|2|3||||1.05|1.18|1.3||||1.68|1.81|1.84|2.52|0.01|0.21|0.42|0.14|0.14|0.21||||44.7|46.5|50.3|29.6|35.7|49.5|46|50|55|12.2|15.3|22.5|70|82|111|42|50|70|42|59|87|".20"|".20"|0|0|0|0|0|0|0|0|0|0|1|2|40.8|48.3|65.1||||8.7|31.9|57.4|5.6|6.5|7.3||||||||||15.4|23.5|36.8|||||||||||||||||||||"22703716"|"67122057"
"Bg2"||"B"||2|35|46|76|70|79|79|6|33|44|0|0|0|0|0|0|100|100|100|100|100|100|94|100|100|89|99|100|0.5|1.8|6|0|0.2|0.2|0|0.2|0.2|0|0.3|0.6|0.3|0.5|2|0.2|0.6|3|3|20.7|39|||||||57|77.5|95|0|0|0|0.5|0.75|1||||1.17|1.26|1.35||||1.8|1.92|1.96|2.52|0.01|0.21|0.42|0.15|0.17|0.19||||43.1|46.4|48.7|30.1|40.9|43.8|44|48|51|12.1|17.7|22.4|69|90|108|42|58|72|42|69|88|".17"|".17"|0|0|0|0|0|0|0|0|0|0|1|2|39.9|52.7|63.4||||15.3|44.9|71.4|6.1|7.3|8.4||||||||||9.2|21.2|32.6|||||||||||||||||||||"22703716"|"67122058"
"Bg"||"B"|||10|10|10|36|36|36|26|26|26|0|0|0|0|0|0|100|100|100|100|100|100|92|100|100|86|99|100|1.5|1.8|15|0|0.1|0.2|0|0.1|0.2|0|0.2|0.3|0|0.6|0.8|0|0.8|2.7|5|25.7|43|||||||55|72.5|80|0|0|0|0|0.25|0.5||||1.22|1.32|1.42||||1.88|1.89|1.99||0.01|0.215|0.42|0.09|0.09|0.14||||41.5|44.3|45.4|29.1|38.6|42.7|44|48|51|10|14.7|17.2|65|83|91|40|54|60|38|64|72|".20"|".20"|0|0|0|0|0|0|0|0|0|0|1|2||||27.3|39.3|47.2|25.5|38.2|39|4.5|5|5.5||||||||||7.9|12.5|15.5|||||||||||||||||||"High"|"Wet"|"22703717"|"67122061"
"Ap"||"A"|||0|0|0|10|10|10|10|10|10|0|0|0|0|0|0|100|100|100|100|100|100|89|97|100|73|83|91|15|22|24|0|0.7|2.1|0.1|1.7|2.4|0.1|2.8|4.3|0.2|7.7|12.9|0|9.1|10.8|16|28|40|||||||40|50|60|0|0|0|1|2|3||||1.23|1.29|1.35||||1.66|1.72|1.87||0.01|0.215|0.4242|0.11|0.12|0.14||||30.7|41.2|43|22|28.3|34.4|45|48|50|7.3|10.1|13.1|52|64|77|29|36|44|21|33|47|".20"|".20"|0|0|0|0|0|0|0|0|0|0|1|2|30.1|37.3|44.2||||26.7|35.5|42.5|4.5|5.7|6||||||||||7.9|9.8|15|||||||||||||||||||"High"|"Moist"|"22703717"|"67122060"
"Bssg"||"B"|||36|36|36|124|124|124|88|88|88|0|0|0|0|0|0|100|100|100|100|100|100|92|100|100|86|99|100|1.5|1.8|15|0|0.1|0.2|0|0.1|0.2|0|0.2|0.3|0|0.6|0.8|0|0.8|2.7|5|25.7|43|||||||55|72.5|80|0|0|0|0|0.25|0.5||||1.22|1.32|1.42||||1.88|1.89|1.99||0.01|0.215|0.42|0.09|0.09|0.14||||41.5|44.3|45.4|29.1|38.6|42.7|44|48|51|10|14.7|17.2|65|83|91|40|54|60|38|64|72|".20"|".20"|0|0|0|0|0|0|0|0|0|0|1|2||||27.3|39.3|47.2|25.5|38.2|39|4.5|5|5.5||||||||||7.9|12.5|15.5|||||||||||||||||||"High"|"Wet"|"22703717"|"67122062"
"Cg"||"C"|||124|124|124|152|152|152|28|28|28|0|0|0|0|0|0|100|100|100|100|100|100|86|98|100|72|91|100|10|12|20|0|0.4|0.5|0.1|1|1.1|0.1|1.5|1.8|0.2|4.2|7.2|0.1|4.9|7.9|0|28|55|||||||35|60|85|0|0|0|0|0.25|0.5||||1.09|1.26|1.43||||1.61|1.78|1.85||0.01|0.215|0.42|0.1|0.12|0.14||||28.4|43.6|47.4|18.2|31.4|44.5|44|50|56|5.4|12.3|20.2|45|71|97|25|44|64|17|46|77|".24"|".24"|0|0|0|0|0|0|0|0|0|0|1|2|23.5|40.8|56.3||||23.5|40.7|56.2|6.1|6.7|7.3||||||||||2.4|5.7|8.9|||||||||||||||||||"High"|"Wet"|"22703717"|"67122059"
"H2"||"H"||2||10|||48|||||0|0|0|0|0|0|100|100|100|85|92.5|100|80|88|96|45|60|75||56.5|||1.3|||8.3|||15|||20.5|||11.4|||18||||||||18|25.5|33||||0|0.25|0.5||||1.4|1.48|1.55|||||1.55|||4.23|9.17|14.11|0.15|0.16|0.17|||||23.3|||15.5|||40||0|1.5|2.9|27|34|42|12|17|23|1|7|16|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|||||2.7||2|5|9|4.5|5|5.5|||||||||||||||||||||||||||||||||"22703575"|"67121855"
